,ID,RA,Dec,Ebv,Gal_Long,Gal_Lat,Ecl_Long,Ecl_Lat,Entry
18538,18539,288.60335,6.0,1.0,40.89476,-2.34521,291.07055,28.08875,18538
14475,14476,91.04651,17.0,1.0,192.45872,-2.3451,91.01288,-6.43573,14475
27564,27565,110.76923,-20.0,1.0,234.25724,-2.3422,116.44791,-41.55062,27564
4015,4016,334.40758,54.0,1.0,101.4737,-2.33683,9.5151,57.49039,4015
17633,17634,96.06742,8.0,1.0,202.71283,-2.33663,96.23601,-15.30827,17633
5691,5692,66.24,46.0,1.0,156.85001,-2.3366,72.1619,24.02282,5691
21942,21943,102.28412,-4.0,1.0,216.23184,-2.3339,103.76891,-26.85415,21942
12119,12120,86.70732,24.0,1.0,184.35943,-2.33344,86.99773,0.59511,12119
8687,8688,78.36735,35.0,1.0,171.18226,-2.33221,80.2857,11.9528,8687
8874,8875,307.34694,35.0,1.0,74.67935,-2.3291,323.37369,51.74979,8874
3046,3047,37.89474,58.0,1.0,135.90154,-2.32774,56.6782,40.43867,3046
29229,29230,113.74233,-25.0,1.0,239.96605,-2.31648,121.61211,-45.86683,29229
21223,21224,101.28134,-2.0,1.0,213.99339,-2.31591,102.45924,-24.95283,21223
25146,25147,106.97143,-13.0,1.0,226.36161,-2.31496,110.38767,-35.24566,25146
25313,25314,278.74286,-13.0,1.0,19.50015,-2.31091,278.6484,10.177,25313
30647,30648,269.42675,-29.0,1.0,1.2943,-2.30621,269.49054,-5.56162,30647
6376,6377,316.74419,44.0,1.0,86.23012,-2.30252,341.43157,56.45525,6376
23018,23019,103.86555,-7.0,1.0,219.62221,-2.2959,105.89536,-29.67742,23018
9282,9283,80.13289,33.0,1.0,173.66225,-2.29335,81.61809,9.84788,9282
15515,15516,92.83668,14.0,1.0,195.92162,-2.2913,92.79575,-9.41194,15515
3239,3240,42.2449,57.0,1.0,138.44498,-2.28883,58.95038,38.59763,3239
3403,3404,343.46939,57.0,1.0,107.41658,-2.28772,20.13608,56.21733,3403
14132,14133,90.52632,18.0,1.0,191.34308,-2.28596,90.50855,-5.43846,14132
4902,4903,325.71429,50.0,1.0,94.79451,-2.28027,357.03327,57.87709,4902
19784,19785,99.27577,2.0,1.0,209.51554,-2.27425,99.95033,-21.11967,19784
27902,27903,111.42857,-21.0,1.0,235.43129,-2.26996,117.52241,-42.41283,27902
28054,28055,274.28571,-21.0,1.0,10.43049,-2.26612,273.99827,2.37971,28054
6723,6724,71.46067,42.0,1.0,162.33815,-2.26183,75.48959,19.49126,6723
10828,10829,84.03785,28.0,1.0,179.69229,-2.26089,84.72585,4.67005,10828
11792,11793,86.13497,25.0,1.0,183.23352,-2.25857,86.50181,1.60775,11792
24963,24964,279.20455,-12.0,1.0,20.59637,-2.25286,279.17037,11.14655,24963
2858,2859,33.08108,59.0,1.0,133.19461,-2.25059,54.22931,42.42686,2858
19065,19066,98.27298,4.0,1.0,207.27731,-2.24576,98.74799,-19.18864,19065
3641,3642,48.93204,55.0,1.0,142.68611,-2.23989,62.46475,35.42053,3641
9891,9892,81.81818,31.0,1.0,176.12163,-2.23808,82.93363,7.76159,9891
15167,15168,92.33429,15.0,1.0,194.81013,-2.23598,92.28509,-8.42093,15167
10081,10082,303.8961,31.0,1.0,69.73999,-2.23475,316.85612,49.07634,10081
7724,7725,310.96774,39.0,1.0,79.617,-2.22958,330.51234,54.17858,7724
4229,4230,331.66667,53.0,1.0,99.56286,-2.22816,5.99386,57.82148,4229
13791,13792,90.0,19.0,1.0,190.22622,-2.22541,90.00571,-4.43936,13791
27718,27719,274.7929,-20.0,1.0,11.53713,-2.21221,274.50524,3.36423,27718
6903,6904,314.1573,42.0,1.0,83.47694,-2.20475,336.69066,55.69316,6903
17469,17470,290.02817,9.0,1.0,44.21,-2.19861,293.19539,30.84089,17469
8581,8582,308.04124,36.0,1.0,75.82133,-2.19724,324.86308,52.44442,8581
21764,21765,283.7883,-3.0,1.0,30.68389,-2.19333,284.64127,19.74107,21764
24441,24442,106.06232,-11.0,1.0,224.17479,-2.18893,108.98932,-33.38638,24441
3022,3023,352.21622,59.0,1.0,112.46268,-2.18307,28.49415,54.51107,3022
7541,7542,74.83871,39.0,1.0,166.28892,-2.17614,77.786,16.2023,7541
21047,21048,284.79109,-1.0,1.0,32.92246,-2.175,285.93092,21.62489,21047
16216,16217,94.09091,12.0,1.0,198.26416,-2.17226,94.08763,-11.38146,16216
28718,28719,272.99094,-23.0,1.0,8.0984,-2.16396,272.7473,0.4107,28718
13452,13453,89.46746,20.0,1.0,189.1082,-2.16316,89.50437,-3.43842,13452
27380,27381,275.29412,-19.0,1.0,12.64262,-2.15852,275.01361,4.34706,27380
30197,30198,115.83596,-28.0,1.0,243.50192,-2.15576,125.36167,-48.31576,30197
20329,20330,285.79387,1.0,1.0,35.16125,-2.15458,287.25583,23.49807,20329
17990,17991,96.80672,7.0,1.0,203.94001,-2.15334,97.04512,-16.27321,17990
19612,19613,286.79666,3.0,1.0,37.3997,-2.12965,288.61754,25.36019,19612
9774,9775,304.52459,32.0,1.0,70.86959,-2.12075,318.15936,49.83105,9774
5943,5944,68.0315,45.0,1.0,158.4416,-2.11943,73.3272,22.82555,5943
15865,15866,93.6,13.0,1.0,197.15579,-2.11813,93.57206,-10.39485,15865
16058,16059,292.11429,13.0,1.0,48.70589,-2.11413,296.39961,34.435,16058
28387,28388,273.51351,-22.0,1.0,9.20827,-2.10946,273.2526,1.39954,28387
23550,23551,281.1236,-8.0,1.0,25.02098,-2.10686,281.40164,14.9999,23550
3209,3210,346.73684,58.0,1.0,109.43,-2.10616,23.64425,55.73831,3209
27040,27041,275.78947,-18.0,1.0,13.74691,-2.10475,275.52338,5.3282,27040
13115,13116,88.92857,21.0,1.0,187.98911,-2.09891,89.00452,-2.43561,13115
22660,22661,103.57542,-6.0,1.0,218.59979,-2.0977,105.44321,-28.71446,22660
13309,13310,296.78571,21.0,1.0,57.87255,-2.09514,304.06389,41.32473,13309
4448,4449,329.04977,52.0,1.0,97.68761,-2.06829,2.4873,58.10079,4448
29372,29373,271.65644,-25.0,1.0,5.75677,-2.06281,271.49604,-1.56933,29372
3438,3439,46.56716,56.0,1.0,141.02301,-2.06183,61.31013,36.80764,3438
12642,12643,298.00604,23.0,1.0,60.17157,-2.05684,306.20914,42.98359,12642
26698,26699,276.27907,-17.0,1.0,14.84995,-2.05065,276.03456,6.30768,26698
5618,5619,320.32653,47.0,1.0,90.13587,-2.04806,348.31227,57.59024,5618
16409,16410,291.47727,12.0,1.0,47.52969,-2.04242,295.4466,33.56173,16409
13646,13647,296.09467,20.0,1.0,56.68207,-2.03545,302.92108,40.5042,13646
8395,8396,77.93814,36.0,1.0,170.16708,-2.02725,80.01477,12.97856,8395
5136,5137,323.38983,49.0,1.0,93.00094,-2.02311,353.63014,58.00638,5136
22480,22481,282.56983,-5.0,1.0,28.34833,-2.02065,283.16072,17.86668,22480
6119,6120,317.48031,45.0,1.0,87.32239,-2.01222,343.21151,57.0235,6119
11985,11986,299.2638,25.0,1.0,62.47908,-2.01085,308.4765,44.60926,11985
29046,29047,272.19512,-24.0,1.0,6.8697,-2.00617,271.99962,-0.57599,29046
12974,12975,297.2973,22.0,1.0,58.9768,-2.00161,305.00778,42.1796,12974
26354,26355,276.76301,-16.0,1.0,15.95168,-1.99593,276.54717,7.28554,26354
8983,8984,79.73154,34.0,1.0,172.64986,-1.99587,81.35059,10.86907,8983
16569,16570,94.84419,11.0,1.0,199.49519,-1.99497,94.87393,-12.35758,16569
24611,24612,279.43343,-11.0,1.0,21.5887,-1.99413,279.466,12.12963,24611
24087,24088,105.76271,-10.0,1.0,223.15008,-1.99363,108.48657,-32.43316,24087
6992,6993,73.06273,41.0,1.0,163.87623,-1.98417,76.61208,18.34573,6992
11468,11469,85.82043,26.0,1.0,182.23209,-1.97732,86.24577,2.61532,11468
10513,10514,83.69427,29.0,1.0,178.68665,-1.97586,84.4658,5.68206,10513
13985,13986,295.41176,19.0,1.0,55.4937,-1.97307,301.8061,39.67539,13985
29555,29556,114.79876,-26.0,1.0,241.30503,-1.97179,123.2936,-46.61292,29555
18348,18349,97.5419,6.0,1.0,205.16543,-1.96938,97.86115,-17.23394,18348
7446,7447,311.56364,40.0,1.0,80.68687,-1.9682,331.9978,54.86287,7446
12312,12313,298.53659,24.0,1.0,61.28025,-1.96174,307.21281,43.8233,12312
4504,4505,58.93805,51.0,1.0,149.90417,-1.95707,68.0069,29.90785,4504
4732,4733,60.77922,50.0,1.0,151.44496,-1.95319,69.05132,28.66616,4732
17824,17825,289.21348,8.0,1.0,42.9487,-1.95283,292.09284,29.97768,17824
9585,9586,81.44262,32.0,1.0,175.11228,-1.94636,82.66974,8.77864,9585
8291,8292,308.57143,37.0,1.0,76.87952,-1.94558,326.18186,53.18366,8291
4281,4282,57.01357,52.0,1.0,148.34297,-1.93717,66.94272,31.17085,4281
3047,3048,39.78947,58.0,1.0,136.82663,-1.936,57.88027,40.03114,3047
4965,4966,62.54237,49.0,1.0,152.96582,-1.92827,70.0763,27.44426,4965
6637,6638,314.8289,43.0,1.0,84.55871,-1.92822,338.34999,56.31327,6637
2859,2860,35.02703,59.0,1.0,134.14407,-1.92791,55.44104,41.98093,2859
28238,28239,112.43243,-22.0,1.0,236.75621,-1.92458,119.04531,-43.20283,28238
18895,18896,287.59777,5.0,1.0,39.5445,-1.91952,289.79394,27.23813,18895
11660,11661,299.81424,26.0,1.0,63.59203,-1.91281,309.54425,45.43226,11660
14326,14327,294.73684,18.0,1.0,54.3075,-1.90849,300.71819,38.83864,14326
29695,29696,270.83591,-26.0,1.0,4.5216,-1.90581,270.74634,-2.56286,29695
20688,20689,285.0,0.0,1.0,33.90833,-1.90495,286.27413,22.59575,20688
4063,4064,55.0,53.0,1.0,146.76093,-1.8905,65.85858,32.45686,4063
3601,3602,338.50746,56.0,1.0,104.52828,-1.88228,15.2456,57.36979,3601
21583,21584,102.28412,-3.0,1.0,215.34069,-1.87901,103.66344,-25.85863,21583
6199,6200,69.76744,44.0,1.0,160.01578,-1.87901,74.48156,21.64598,6199
9470,9471,304.98339,33.0,1.0,71.91446,-1.87725,319.27905,50.62906,9470
7822,7823,76.32509,38.0,1.0,167.79226,-1.8666,78.88078,15.0879,7822
4672,4673,326.54867,51.0,1.0,95.84764,-1.86315,359.00024,58.32609,4672
20864,20865,101.28134,-1.0,1.0,213.10255,-1.86042,102.36527,-23.9565,20864
3805,3806,335.53398,55.0,1.0,102.56894,-1.85742,11.67677,57.78937,3805
3021,3022,350.27027,59.0,1.0,111.51536,-1.85429,27.2222,55.19548,3021
28571,28572,113.11178,-23.0,1.0,237.9354,-1.85421,120.18648,-44.04635,28571
23194,23195,281.34454,-7.0,1.0,26.01154,-1.8462,281.71164,15.97906,23194
14669,14670,294.06977,17.0,1.0,53.1235,-1.84215,299.65659,37.99425,14669
20144,20145,100.27855,1.0,1.0,210.86418,-1.84022,101.10367,-22.04416,20144
3240,3241,44.08163,57.0,1.0,139.33921,-1.83932,60.13634,38.22716,3240
3402,3403,341.63265,57.0,1.0,106.52239,-1.83815,18.8195,56.90617,3402
12781,12782,88.64865,22.0,1.0,186.99351,-1.82002,88.75235,-1.43343,12781
19425,19426,99.27577,3.0,1.0,208.62616,-1.81599,99.87709,-20.12202,19425
16923,16924,95.59322,10.0,1.0,200.72472,-1.81516,95.66689,-13.32955,16923
30514,30515,116.94268,-29.0,1.0,244.85519,-1.81409,127.18609,-49.01872,30514
3850,3851,52.891,54.0,1.0,145.15776,-1.81377,64.75437,33.76769,3850
11338,11339,300.375,27.0,1.0,64.70707,-1.81359,310.64536,46.24681,11338
16761,16762,290.65156,11.0,1.0,46.26536,-1.80171,294.29061,32.71449,16761
23732,23733,105.46479,-9.0,1.0,222.12578,-1.79793,107.99422,-31.47827,23732
15014,15015,293.4104,16.0,1.0,51.94177,-1.77451,298.62056,37.14252,15014
4014,4015,332.70142,54.0,1.0,100.64513,-1.77111,8.11472,58.16106,4014
6459,6460,71.17871,43.0,1.0,161.44326,-1.76851,75.41473,20.51026,6459
5203,5204,64.5,48.0,1.0,154.59577,-1.75998,71.27812,26.20634,5203
9170,9171,305.63758,34.0,1.0,73.04789,-1.75806,320.66631,51.36078,9170
22122,22123,282.78552,-4.0,1.0,29.33717,-1.75706,283.48319,18.84268,22122
12449,12450,88.09668,23.0,1.0,185.87246,-1.75293,88.25364,-0.42772,12449
30015,30016,270.0,-27.0,1.0,3.28198,-1.74923,269.99429,-3.56066,30015
26193,26194,109.24855,-16.0,1.0,230.0431,-1.74695,113.67546,-37.87011,26193
21405,21406,283.7883,-2.0,1.0,31.57481,-1.73815,284.74893,20.73596,21405
26008,26009,277.00288,-15.0,1.0,16.94518,-1.73623,276.82875,8.27325,26008
24258,24259,279.66102,-10.0,1.0,22.58068,-1.7351,279.76406,13.11222,24258
5866,5867,318.24,46.0,1.0,88.41662,-1.71654,345.04774,57.57077,5866
11019,11020,300.94637,28.0,1.0,65.82416,-1.7129,311.78114,47.05249,11019
18180,18181,288.40336,7.0,1.0,41.68945,-1.70587,291.01029,29.10694,18180
7172,7173,312.17712,41.0,1.0,81.7588,-1.7041,333.53635,55.53122,7172
3642,3643,50.67961,55.0,1.0,143.53328,-1.70338,63.63013,35.10533,3642
3208,3209,344.84211,58.0,1.0,108.5116,-1.6993,22.34341,56.43216,3208
19970,19971,285.79387,2.0,1.0,36.05108,-1.69731,287.38551,24.49104,19970
11147,11148,85.5,27.0,1.0,181.23018,-1.69548,85.9889,3.62353,11147
5445,5446,66.12245,47.0,1.0,156.07867,-1.69447,72.26849,25.02144,5445
8005,8006,309.11661,38.0,1.0,77.93974,-1.69234,327.54921,53.90974,8005
7265,7266,74.61818,40.0,1.0,165.39776,-1.69066,77.72365,17.21495,7265
10201,10202,83.34405,30.0,1.0,177.68065,-1.68967,84.20494,6.69483,10201
25661,25662,277.47851,-14.0,1.0,18.04519,-1.68076,277.34538,9.24861,25661
26539,26540,109.88372,-17.0,1.0,231.21228,-1.67536,114.65681,-38.75212,26539
19253,19254,286.79666,4.0,1.0,38.28857,-1.67054,288.75944,26.35202,19253
5374,5375,321.0,48.0,1.0,91.16329,-1.65754,350.0976,58.14293,5374
20504,20505,101.0,0.0,1.0,212.0838,-1.65485,101.96825,-22.98361,20504
22302,22303,103.57542,-5.0,1.0,217.70892,-1.64251,105.32289,-27.72011,22302
17278,17279,96.33803,9.0,1.0,201.9527,-1.63341,96.46656,-14.29735,17278
4228,4229,330.0,53.0,1.0,98.75712,-1.63022,4.56259,58.48163,4228
29878,29879,115.875,-27.0,1.0,242.651,-1.62857,125.02642,-47.34083,29878
25497,25498,108.30946,-14.0,1.0,227.84967,-1.62141,112.15357,-36.04147,25497
4901,4902,324.15584,50.0,1.0,94.04237,-1.61815,355.53841,58.49569,4901
5692,5693,67.68,46.0,1.0,157.54319,-1.61503,73.24038,23.8524,5692
10703,10704,301.52866,29.0,1.0,66.94326,-1.61043,312.9529,47.84883,10703
26883,26884,110.52632,-18.0,1.0,232.3834,-1.60349,115.66382,-39.62756,26883
23376,23377,105.16854,-8.0,1.0,221.10192,-1.60175,107.5119,-30.52177,23376
30332,30333,269.14826,-28.0,1.0,2.03784,-1.59369,269.23987,-4.56286,30332
22837,22838,281.56425,-6.0,1.0,27.00158,-1.58478,282.02437,16.95769,22837
2860,2861,36.97297,59.0,1.0,135.08336,-1.57723,56.65325,41.54848,2860
17114,17115,289.83051,10.0,1.0,45.00289,-1.55829,293.15585,31.85917,17114
3439,3440,48.35821,56.0,1.0,141.88748,-1.55541,62.48613,36.47192,3439
6375,6376,315.34884,44.0,1.0,85.56046,-1.55451,339.87102,56.97891,6375
25846,25847,108.93372,-15.0,1.0,229.01638,-1.55006,113.09244,-36.93336,25846
8107,8108,77.77003,37.0,1.0,169.27988,-1.5457,79.96485,13.98652,8107
18707,18708,98.54749,5.0,1.0,206.51504,-1.54257,98.97146,-18.17371,18707
15360,15361,292.56484,15.0,1.0,50.67249,-1.54179,297.38134,36.31934,15360
27225,27226,111.17647,-19.0,1.0,233.55644,-1.53176,116.69733,-40.49615,27225
14821,14822,92.60116,16.0,1.0,194.05794,-1.52819,92.52722,-7.41662,14821
3048,3049,41.68421,58.0,1.0,137.73992,-1.518,59.0829,39.637,3048
8688,8689,79.59184,35.0,1.0,171.76486,-1.51548,81.30775,11.87483,8688
8873,8874,306.12245,35.0,1.0,74.09679,-1.51235,321.87243,52.13681,8873
28902,28903,114.14634,-24.0,1.0,239.2705,-1.50907,121.79424,-44.80914,28902
10390,10391,302.12219,30.0,1.0,68.06435,-1.50587,314.16198,48.63533,10390
3020,3021,348.32432,59.0,1.0,110.57838,-1.49759,25.94124,55.88778,3020
24795,24796,107.38636,-12.0,1.0,225.65957,-1.49532,110.70147,-34.19802,24795
6724,6725,72.80899,42.0,1.0,162.98325,-1.49484,76.54317,19.36158,6724
23904,23905,279.88732,-9.0,1.0,23.5723,-1.47572,280.06461,14.0943,23904
12120,12121,87.80488,24.0,1.0,184.87531,-1.47349,88.00029,0.57601,12120
15708,15709,291.91977,14.0,1.0,49.4952,-1.47119,296.39457,35.45275,15708
14476,14477,92.09302,17.0,1.0,192.94665,-1.47117,92.01995,-6.42474,14476
9283,9284,81.3289,33.0,1.0,174.22961,-1.46596,82.63392,9.78264,9283
27565,27566,111.83432,-20.0,1.0,234.73135,-1.46062,117.75821,-41.35757,27565
18537,18538,287.59777,6.0,1.0,40.43222,-1.45839,289.94739,28.22888,18537
17634,17635,97.07865,8.0,1.0,203.17911,-1.45028,97.27297,-15.26098,17634
21943,21944,103.28691,-4.0,1.0,216.68729,-1.44313,104.88421,-26.75544,21943
29230,29231,114.84663,-25.0,1.0,240.45482,-1.44297,123.00632,-45.63201,29230
4447,4448,327.42081,52.0,1.0,96.90475,-1.44104,1.02477,58.74844,4447
30646,30647,268.28025,-29.0,1.0,0.78913,-1.43985,268.4831,-5.56963,30646
7723,7724,309.67742,39.0,1.0,79.00201,-1.43731,328.96705,54.62187,7723
6902,6903,312.80899,42.0,1.0,82.83279,-1.43698,335.12962,56.18274,6902
25147,25148,108.0,-13.0,1.0,226.82357,-1.42544,111.60053,-35.09905,25147
21224,21225,102.28412,-2.0,1.0,214.45,-1.42367,103.55974,-24.86303,21224
25312,25313,277.71429,-13.0,1.0,19.03818,-1.4214,277.63178,10.23495,25312
14133,14134,91.57895,18.0,1.0,191.83408,-1.41338,91.51417,-5.4311,14133
10829,10830,85.1735,28.0,1.0,180.22778,-1.41297,85.7312,4.63242,10829
15516,15517,93.86819,14.0,1.0,196.40055,-1.41231,93.80998,-9.38832,15516
23019,23020,104.87395,-7.0,1.0,220.07855,-1.40497,107.03925,-29.5637,23019
11793,11794,87.23926,25.0,1.0,183.75251,-1.40266,87.50278,1.58474,11793
9892,9893,82.98701,31.0,1.0,176.67429,-1.40223,83.94332,7.7084,9892
10080,10081,302.72727,31.0,1.0,69.18737,-1.39888,315.4098,49.41149,10080
27903,27904,112.5,-21.0,1.0,235.90808,-1.39051,118.84736,-42.2115,27903
8580,8581,306.80412,36.0,1.0,75.23389,-1.38672,323.34997,52.84303,8580
28053,28054,273.21429,-21.0,1.0,9.95368,-1.38668,272.99748,2.40575,28053
7542,7543,76.12903,39.0,1.0,166.90312,-1.38326,78.82436,16.09818,7542
19785,19786,100.27855,2.0,1.0,209.97439,-1.38317,101.02159,-21.04708,19785
5944,5945,69.44882,45.0,1.0,159.11914,-1.38068,74.40058,22.66877,5944
3600,3601,336.71642,56.0,1.0,103.66874,-1.36768,13.88559,58.05936,3600
3241,3242,45.91837,57.0,1.0,140.22055,-1.36552,61.32287,37.86981,3241
24962,24963,278.18182,-12.0,1.0,20.13627,-1.36445,278.15257,11.20783,24962
3401,3402,339.79592,57.0,1.0,105.64107,-1.36428,17.48792,57.60045,3401
19066,19067,99.27577,4.0,1.0,207.73722,-1.35729,99.80478,-19.12434,19066
15168,15169,93.37176,15.0,1.0,195.2921,-1.35725,93.29791,-8.40086,15168
13792,13793,91.05882,19.0,1.0,190.72028,-1.35455,91.00987,-4.43566,13792
5135,5136,321.86441,49.0,1.0,92.27095,-1.33822,352.10833,58.60844,5135
5617,5618,318.85714,47.0,1.0,89.43351,-1.33298,346.763,58.16093,5617
27717,27718,273.72781,-20.0,1.0,11.06226,-1.33106,273.5031,3.39385,27717
17468,17469,289.01408,9.0,1.0,43.74229,-1.31281,292.04195,30.99601,17468
4282,4283,58.64253,52.0,1.0,149.12274,-1.30615,68.07699,30.92287,4282
4505,4506,60.53097,51.0,1.0,150.66642,-1.30566,69.1308,29.67622,4505
3804,3805,333.78641,55.0,1.0,101.73187,-1.30556,10.28606,58.4718,3804
21763,21764,282.78552,-3.0,1.0,30.2278,-1.3017,283.58203,19.83832,21763
24442,24443,107.08215,-11.0,1.0,224.63433,-1.29943,110.17622,-33.25039,24442
13453,13454,90.53254,20.0,1.0,189.60532,-1.29436,90.50704,-3.43841,13453
16217,16218,95.11364,12.0,1.0,198.73737,-1.29076,95.10749,-11.34887,16217
9773,9774,303.34426,32.0,1.0,70.31226,-1.28913,316.69774,50.17677,9773
30198,30199,116.97161,-28.0,1.0,244.0042,-1.28779,126.81159,-48.04965,30198
28717,28718,271.90332,-23.0,1.0,7.61481,-1.28723,271.74628,0.4277,28717
4733,4734,62.33766,50.0,1.0,152.18993,-1.28317,70.16501,28.45005,4733
21046,21047,283.7883,-1.0,1.0,32.46531,-1.28255,284.85801,21.73078,21046
4064,4065,56.66667,53.0,1.0,147.5584,-1.28177,67.00334,32.19165,4064
27379,27380,274.23529,-19.0,1.0,12.16971,-1.276,274.01013,4.38022,27379
6118,6119,316.06299,45.0,1.0,86.64681,-1.27171,341.64589,57.56094,6118
3207,3208,342.94737,58.0,1.0,107.60538,-1.26643,21.03,57.13255,3207
17991,17992,97.81513,7.0,1.0,204.40392,-1.26635,98.0862,-16.22041,17991
20328,20329,284.79109,1.0,1.0,34.70306,-1.26266,286.16923,23.61278,20328
4966,4967,64.0678,49.0,1.0,153.69382,-1.24129,71.17994,27.24288,4966
19611,19612,285.79387,3.0,1.0,36.94049,-1.23963,287.51724,25.4839,19611
15866,15867,94.62857,13.0,1.0,197.63199,-1.23617,94.59053,-10.36575,15866
13116,13117,90.0,21.0,1.0,188.48926,-1.23254,90.0057,-2.43933,13116
16057,16058,291.08571,13.0,1.0,48.22971,-1.23216,295.20249,34.61306,16057
28386,28387,272.43243,-22.0,1.0,8.7267,-1.23025,272.25017,1.42022,28386
3851,3852,54.59716,54.0,1.0,145.97302,-1.22938,65.90971,33.48432,3851
13308,13309,295.71429,21.0,1.0,57.37243,-1.22876,302.76672,41.5594,13308
27039,27040,274.73684,-18.0,1.0,13.27596,-1.22123,274.51858,5.36487,27039
23549,23550,280.11236,-8.0,1.0,24.56356,-1.21594,280.36772,15.07587,23549
8396,8397,79.17526,36.0,1.0,170.75225,-1.21513,81.03834,12.8975,8396
4671,4672,324.95575,51.0,1.0,95.08752,-1.2093,357.50678,58.95941,4671
22661,22662,104.58101,-6.0,1.0,219.05568,-1.20748,106.57595,-28.60413,22661
6993,6994,74.39114,41.0,1.0,164.50673,-1.20448,77.6607,18.22801,6993
2861,2862,38.91892,59.0,1.0,136.0117,-1.19895,57.86605,41.12971,2861
12641,12642,296.91843,23.0,1.0,59.66316,-1.19427,304.8817,43.23506,12641
29371,29372,270.55215,-25.0,1.0,5.26607,-1.19042,270.49489,-1.56165,29371
4013,4014,330.99526,54.0,1.0,99.83095,-1.18525,6.69172,58.83408,4013
7445,7446,310.25455,40.0,1.0,80.06634,-1.18025,330.43729,55.31922,7445
8984,8985,80.9396,34.0,1.0,173.21984,-1.17221,82.36796,10.80096,8984
6636,6637,313.46008,43.0,1.0,83.90884,-1.16655,336.7792,56.81651,6636
26697,26698,275.23256,-17.0,1.0,14.38097,-1.16645,275.02846,6.34784,26697
13645,13646,295.02959,20.0,1.0,56.18583,-1.16616,301.63663,40.73042,13645
16408,16409,290.45455,12.0,1.0,47.05702,-1.16065,294.26255,33.7327,16408
11984,11985,298.15951,25.0,1.0,61.96225,-1.15368,307.11926,44.87844,11984
3643,3644,52.42718,55.0,1.0,144.3663,-1.14553,64.79612,34.8028,3643
8290,8291,307.31707,37.0,1.0,76.28679,-1.13782,324.64967,53.59441,8290
12973,12974,296.21622,22.0,1.0,58.47237,-1.13531,303.69278,42.42221,12973
29045,29046,271.09756,-24.0,1.0,6.38107,-1.13052,270.99699,-0.56453,29045
10514,10515,84.84076,29.0,1.0,179.22491,-1.12969,85.47268,5.64201,10514
22479,22480,281.56425,-5.0,1.0,27.89185,-1.12884,282.11196,17.95419,22479
6200,6201,71.16279,44.0,1.0,160.67792,-1.12447,75.54984,21.50238,6200
11469,11470,86.93498,26.0,1.0,182.75392,-1.1221,87.24826,2.59011,11469
9586,9587,82.62295,32.0,1.0,175.6676,-1.11342,83.68095,8.72279,9586
3019,3020,346.37838,59.0,1.0,109.65251,-1.11339,24.65028,56.58767,3019
26353,26354,275.72254,-16.0,1.0,15.48467,-1.1114,275.53979,7.32914,26353
16570,16571,95.86402,11.0,1.0,199.96585,-1.11132,95.89796,-12.31952,16570
24610,24611,278.4136,-11.0,1.0,21.12859,-1.10495,278.44397,12.1928,24610
24088,24089,106.77966,-10.0,1.0,223.60936,-1.10356,109.66191,-32.30095,24088
13984,13985,294.35294,19.0,1.0,55.00128,-1.10131,300.53452,39.89336,13984
29556,29557,115.91331,-26.0,1.0,241.80051,-1.10106,124.7033,-46.36497,29556
12311,12312,297.43902,24.0,1.0,60.76748,-1.1,305.86757,44.0832,12311
18349,18350,98.54749,6.0,1.0,205.6271,-1.08216,98.9063,-17.17563,18349
3049,3050,43.57895,58.0,1.0,138.64076,-1.07419,60.28615,39.25643,3049
17823,17824,288.20225,8.0,1.0,42.48356,-1.06594,290.94853,30.12523,17823
7823,7824,77.59717,38.0,1.0,168.39275,-1.0638,79.9143,14.99473,7823
11659,11660,298.69969,26.0,1.0,63.07079,-1.05724,308.1694,45.71036,11659
5204,5205,66.0,48.0,1.0,155.30757,-1.05214,72.37655,26.02015,5204
9469,9470,303.78738,33.0,1.0,71.3521,-1.04654,317.79528,50.98553,9469
28239,28240,113.51351,-22.0,1.0,237.23901,-1.04606,120.38658,-42.98964,28239
29694,29695,269.72136,-26.0,1.0,4.02558,-1.03539,269.74361,-2.56092,29694
14325,14326,293.68421,18.0,1.0,53.81883,-1.03465,299.45959,39.04853,14325
18894,18895,286.59218,5.0,1.0,39.0834,-1.03011,288.67635,27.3699,18894
3440,3441,50.14925,56.0,1.0,142.73811,-1.02642,63.66275,36.14918,3440
20687,20688,284.0,0.0,1.0,33.45204,-1.01504,285.19687,22.70362,20687
4227,4228,328.33333,53.0,1.0,97.96598,-1.01342,3.10638,59.14311,4227
6460,6461,72.54753,43.0,1.0,162.09041,-1.00456,76.47377,20.37793,6460
21584,21585,103.28691,-3.0,1.0,215.79692,-0.98749,104.77048,-25.76066,21584
5865,5866,316.8,46.0,1.0,87.73518,-0.98408,343.4792,58.12207,5865
28572,28573,114.1994,-23.0,1.0,238.42113,-0.97871,121.54211,-43.82437,28572
5446,5447,67.59184,47.0,1.0,156.77411,-0.97277,73.3571,24.84862,5446
20865,20866,102.28412,-1.0,1.0,213.55966,-0.96798,103.4577,-23.86737,20865
14668,14669,293.02326,17.0,1.0,52.63851,-0.96665,298.41106,38.19625,14668
11337,11338,299.25,27.0,1.0,64.1814,-0.96,309.25299,46.53412,11337
23193,23194,280.33613,-7.0,1.0,25.55444,-0.95571,280.67347,16.05693,23193
12782,12783,89.72973,22.0,1.0,187.49657,-0.95295,89.75502,-1.43907,12782
